show_id,rating,duration,listed_in,score,votes,popularity
s6100,TV-MA,92 min,Dramas,7.9,29620,7.8
s6101,TV-MA,1 Season,"British TV Shows, Reality TV, Romantic TV Shows",7.7,12717,7.3
s6102,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",6.8,17872,6.8
s6103,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",7.7,27453,8.2
s6104,TV-14,122 min,"Dramas, International Movies, Romantic Movies",4.1,14019,4.1
s6105,R,91 min,Documentaries,7.5,26814,7.1
s6106,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",5.8,13330,6.1
s6107,TV-14,127 min,"Dramas, Independent Movies, International Movies",4.8,18795,5.1
s6108,TV-14,153 min,"International Movies, Music & Musicals, Romantic Movies",4.5,9958,5
s6109,TV-MA,94 min,"Comedies, International Movies",4.4,7295,4.4
s6110,TV-PG,106 min,Children & Family Movies,5.7,17716,5.7
s6111,TV-MA,102 min,"Documentaries, International Movies, Music & Musicals",7.4,12118,7
s6112,PG,112 min,"Classic Movies, Comedies, Dramas",4.1,20085,4.2
s6113,TV-PG,63 min,Documentaries,3.9,437,4.2
s6114,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",4.6,2823,4.8
s6115,TV-14,89 min,Documentaries,7.2,15194,6.7
s6116,R,101 min,"Comedies, Dramas, Independent Movies",7.2,2404,7.4
s6117,G,85 min,Children & Family Movies,7.9,15178,8.1
s6118,TV-MA,83 min,"International Movies, Thrillers",5.4,3092,4.9
s6119,TV-G,92 min,"Children & Family Movies, Independent Movies",7.3,12126,7
s6120,TV-MA,84 min,"Horror Movies, Thrillers",7.4,13685,7.3
s6121,R,91 min,Horror Movies,7.2,8640,7.5
s6122,R,100 min,Action & Adventure,6.5,19908,7
s6123,R,103 min,Dramas,6.9,21808,6.6
s6124,R,103 min,Thrillers,4.2,1270,4.2
s6125,TV-G,45 min,Children & Family Movies,5.8,19325,5.8
s6126,TV-Y7,45 min,Children & Family Movies,4.6,15234,5
s6127,TV-Y,5 Seasons,Kids' TV,7.8,14420,8.2
s6128,TV-G,90 min,Documentaries,5.4,8448,5.4
s6129,TV-14,98 min,"Comedies, Romantic Movies",6.5,21735,6.7
s6130,TV-MA,92 min,"Comedies, Dramas, International Movies",5.1,24857,4.8
s6131,TV-14,172 min,"Action & Adventure, Classic Movies, Comedies",8,8263,8.1
s6132,TV-14,125 min,"Dramas, International Movies",5.7,15412,5.9
s6133,TV-14,1 Season,Docuseries,5.9,9324,5.9
s6134,TV-MA,81 min,Documentaries,5.7,9734,5.8
s6135,R,112 min,Action & Adventure,4.2,16266,3.7
s6136,R,122 min,Dramas,5.9,29188,5.7
s6137,TV-14,101 min,Documentaries,6.8,25055,6.7
s6138,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas",7.3,24999,7.4
s6139,TV-MA,53 min,Documentaries,7.3,22294,6.8
s6140,TV-PG,1 Season,Docuseries,7,18480,7.1
s6141,TV-14,53 min,Documentaries,6.2,23882,6.6
s6142,TV-MA,99 min,Thrillers,5.3,17658,5.1
s6143,R,95 min,"Action & Adventure, Dramas",5.2,11259,5.4
s6144,R,119 min,Dramas,7.7,27703,8.2
s6145,R,163 min,"Dramas, Independent Movies",6.1,24657,6.2
s6146,TV-MA,55 min,"Documentaries, Sports Movies",7.4,19425,7.8
s6147,TV-14,1 Season,"TV Dramas, TV Thrillers",7.6,28751,7.2
s6148,R,102 min,"Comedies, Cult Movies, Dramas",4.9,9042,5.1
s6149,TV-MA,106 min,Dramas,7.6,18382,7.3
s6150,R,128 min,"Documentaries, International Movies, Music & Musicals",5.7,13895,5.3
s6151,TV-PG,80 min,"Documentaries, International Movies",6.9,13129,7
s6152,G,80 min,Children & Family Movies,7.7,8560,8.1
s6153,G,75 min,Children & Family Movies,6.1,22246,6.2
s6154,G,75 min,Children & Family Movies,5.8,4158,5.6
s6155,G,79 min,Children & Family Movies,7.9,13294,8.1
s6156,TV-14,87 min,"Dramas, International Movies",4.7,18523,4.3
s6157,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",8,4678,8.2
s6158,TV-PG,97 min,"Dramas, Faith & Spirituality",4,2928,4.2
s6159,TV-MA,85 min,"Comedies, Dramas, International Movies",3.1,265,2.6
s6160,TV-MA,111 min,"Dramas, Independent Movies, International Movies",6.8,6557,7.2
s6161,TV-MA,113 min,"Comedies, Dramas, LGBTQ Movies",6,26078,5.7
s6162,TV-14,1 Season,"Docuseries, Science & Nature TV",5.6,26743,5.5
s6163,R,90 min,"Dramas, Independent Movies",7.7,29498,8
s6164,R,103 min,"Dramas, Romantic Movies",7.4,6042,7
s6165,PG-13,105 min,Comedies,4.5,23516,5
s6166,TV-MA,104 min,"Dramas, Independent Movies, International Movies",4.3,11963,4.2
s6167,TV-14,1 Season,"International TV Shows, TV Horror, TV Thrillers",7.2,22003,6.9
s6168,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries",6.4,27003,6.1
s6169,TV-14,127 min,"Dramas, International Movies, Thrillers",6.3,29778,6.7
s6170,TV-PG,92 min,Children & Family Movies,4.6,17653,4.4
s6171,TV-PG,72 min,"Dramas, Independent Movies, International Movies",4.4,25583,3.9
s6172,PG-13,118 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",6.5,20129,6.8
s6173,TV-MA,110 min,"Comedies, International Movies",6.5,14100,6.5
s6174,TV-Y7,65 min,Children & Family Movies,5.5,3554,5
s6175,TV-PG,5 Seasons,Docuseries,5.7,21090,5.2
s6176,TV-MA,90 min,"Action & Adventure, Horror Movies",4.9,19116,4.4
s6177,TV-14,134 min,"Dramas, Independent Movies, International Movies",6,15448,6.3
s6178,TV-Y7,2 Seasons,"Anime Series, Kids' TV",4,17562,4
s6179,TV-MA,89 min,Documentaries,6.7,19262,6.9
s6180,NR,86 min,Documentaries,6.6,3584,6.6
s6181,PG-13,87 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",5.9,16213,5.7
s6182,PG,107 min,"Action & Adventure, Comedies, International Movies",7.4,3974,7.6
s6183,TV-14,79 min,"Dramas, Independent Movies",6.5,187,6
s6184,TV-14,87 min,"Comedies, Dramas, International Movies",4.1,13922,4.4
s6185,TV-14,113 min,"Comedies, Dramas, International Movies",6.1,6191,6.1
s6186,PG-13,110 min,"Comedies, Romantic Movies",6.2,6927,6.2
s6187,PG,98 min,"Children & Family Movies, Comedies",5.7,11951,5.7
s6188,R,93 min,"Horror Movies, Thrillers",4,11768,4
s6189,PG-13,139 min,"Comedies, Romantic Movies",4.2,26649,4.7
s6190,TV-MA,94 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",7.7,5085,7.9
s6191,NR,133 min,"Action & Adventure, Dramas, International Movies",7.7,29996,7.4
s6192,TV-MA,81 min,"Documentaries, Sports Movies",5.9,25447,5.9
s6193,TV-14,91 min,"Dramas, Sci-Fi & Fantasy",4.2,2756,4
s6194,TV-14,122 min,"Comedies, International Movies, Romantic Movies",6.7,7542,7
s6195,TV-Y7,1 Season,"Crime TV Shows, Kids' TV, TV Comedies",6.6,2983,6.8
s6196,TV-14,102 min,"Documentaries, International Movies",6.4,19937,6.6
s6197,TV-14,88 min,"Comedies, Independent Movies, International Movies",7.5,4862,7
s6198,TV-PG,49 min,Documentaries,6.9,1168,7.1
s6199,TV-MA,1 Season,"Docuseries, International TV Shows, Reality TV",5.3,12998,5.5
s6200,R,110 min,"International Movies, Sci-Fi & Fantasy, Thrillers",5,20122,5.1
s6201,PG-13,150 min,"Action & Adventure, Sci-Fi & Fantasy",6.4,17640,5.9
s6202,TV-MA,97 min,"Documentaries, International Movies, Music & Musicals",7.8,4458,7.3
s6203,TV-14,129 min,"Dramas, International Movies, Sports Movies",7.6,2028,7.6
s6204,TV-14,99 min,"Dramas, Independent Movies, International Movies",5.3,12189,5.2
s6205,TV-14,112 min,"Dramas, International Movies",7.8,16480,7.9
s6206,R,143 min,"Dramas, Independent Movies",4.8,12183,4.6
s6207,TV-MA,61 min,"Documentaries, International Movies",7.1,6840,7.1
s6208,NR,95 min,"Comedies, Dramas, International Movies",8,24296,7.5
s6209,NR,92 min,"Horror Movies, Independent Movies, Thrillers",5.2,22687,5.3
s6210,TV-MA,97 min,"Dramas, Independent Movies, Thrillers",3.6,436,3.7
s6211,R,90 min,"Dramas, Thrillers",6.7,14512,6.6
s6212,R,119 min,"Action & Adventure, Comedies",4.6,7424,4.4
s6213,R,147 min,"Action & Adventure, Comedies",6.2,4441,6.4
s6214,TV-MA,3 Seasons,"British TV Shows, TV Comedies",7.3,26607,7.7
s6215,TV-MA,83 min,Thrillers,7.5,24102,7.6
s6216,TV-MA,83 min,"Documentaries, Music & Musicals",4.8,6590,4.6
s6217,TV-14,1 Season,"International TV Shows, TV Dramas",5.9,9347,5.7
s6218,TV-14,91 min,"Dramas, International Movies",6.5,8460,6.4
s6219,TV-14,117 min,Dramas,4.3,15709,4
s6220,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",6.3,25748,6.3
s6221,G,78 min,"Children & Family Movies, Dramas",7.7,21783,7.8
s6222,G,75 min,Children & Family Movies,6.8,28813,7.2
s6223,G,78 min,Children & Family Movies,5,9003,5.4
s6224,TV-MA,149 min,"International Movies, Romantic Movies",6.7,14021,6.3
s6225,TV-14,103 min,"Comedies, International Movies, Romantic Movies",4,15420,3.7
s6226,R,94 min,"Comedies, Dramas, Independent Movies",5.5,23857,5.9
s6227,NR,95 min,"Action & Adventure, Comedies, Independent Movies",6.7,8046,7.1
s6228,TV-MA,122 min,"Action & Adventure, International Movies",6.3,3473,6.2
s6229,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",5.3,14977,5.5
s6230,TV-MA,107 min,"Dramas, International Movies",7.3,20589,7.3
s6231,TV-14,126 min,"Comedies, International Movies, Romantic Movies",4.9,14797,5.3
s6232,TV-MA,122 min,"Documentaries, International Movies, Sports Movies",4.7,3205,4.9
s6233,TV-14,95 min,"Dramas, International Movies",5.9,15109,6.2
s6234,TV-MA,101 min,"Documentaries, International Movies",5.9,26098,6.2
s6235,TV-Y,74 min,Children & Family Movies,5.3,18828,5.1
s6236,TV-Y,74 min,Children & Family Movies,6.3,23042,6.3
s6237,TV-Y,74 min,Children & Family Movies,6.3,29148,5.9
s6238,TV-Y,83 min,Children & Family Movies,6.6,2153,7.1
s6239,TV-Y,79 min,Children & Family Movies,4.6,11263,4.4
s6240,TV-Y7,72 min,Children & Family Movies,6.3,21295,6.7
s6241,TV-Y,80 min,Children & Family Movies,5.2,10618,4.7
s6242,TV-Y,75 min,Children & Family Movies,7.7,29744,7.3
s6243,TV-Y,75 min,Children & Family Movies,4.2,18220,4.2
s6244,TV-Y,72 min,Children & Family Movies,7.8,5398,8.1
s6245,PG-13,99 min,"Action & Adventure, Comedies",5,14220,4.9
s6246,TV-14,91 min,"Comedies, International Movies",5,10356,5.1
s6247,TV-PG,166 min,"Action & Adventure, International Movies, Music & Musicals",6.8,14184,6.8
s6248,R,103 min,"Comedies, Sports Movies",5.3,16160,5.7
s6249,R,128 min,"Classic Movies, Thrillers",6.4,14827,6.9
s6250,TV-Y,1 Season,Kids' TV,5.8,16608,6.2
s6251,TV-MA,5 Seasons,"Crime TV Shows, TV Dramas, TV Horror",5.6,19791,5.3
s6252,PG-13,87 min,"Documentaries, Music & Musicals",5.4,27580,5.9
s6253,TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",6.7,11794,6.2
s6254,TV-PG,1 Season,"British TV Shows, Docuseries, Reality TV",7.4,17519,7.7
s6255,TV-PG,125 min,"Classic Movies, Comedies, Dramas",7.7,23971,7.4
s6256,TV-14,121 min,"Dramas, Independent Movies, International Movies",4.7,7587,4.7
s6257,TV-MA,110 min,Documentaries,5.4,19937,4.9
s6258,PG,88 min,"Comedies, Dramas, Romantic Movies",4.7,19722,5
s6259,TV-Y,1 Season,Kids' TV,6,9995,6.2
s6260,TV-G,52 min,"Documentaries, International Movies",5.7,4363,6
s6261,PG-13,89 min,"Comedies, International Movies",7.7,1061,7.8
s6262,TV-G,52 min,"Children & Family Movies, Documentaries, International Movies",5.8,18266,6.1
s6263,TV-PG,1 Season,Docuseries,7.8,15750,7.4
s6264,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.4,11650,7.8
s6265,TV-14,4 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas",4.6,25575,4.8
s6266,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",5.2,27058,5.3
s6267,PG-13,81 min,"Comedies, Cult Movies",7,27304,6.7
s6268,PG-13,73 min,Comedies,7.9,24285,8.2
s6269,TV-14,75 min,"Comedies, Dramas, International Movies",7.2,3939,7.1
s6270,TV-14,99 min,"Comedies, International Movies",4.6,24732,4.6
s6271,PG-13,121 min,"Dramas, Romantic Movies",6.7,22894,6.6
s6272,PG,100 min,"Children & Family Movies, Comedies",5,28276,5
s6273,PG,97 min,Documentaries,5.9,25292,6.3
s6274,TV-14,105 min,"Documentaries, International Movies",6,27448,5.6
s6275,TV-MA,100 min,"Documentaries, LGBTQ Movies, Music & Musicals",6.8,312,7.1
s6276,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",5.4,23943,5.2
s6277,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",5.5,21541,5.9
s6278,TV-MA,115 min,"Dramas, International Movies, Romantic Movies",5.6,25931,5.5
s6279,TV-14,99 min,"Documentaries, International Movies, Sports Movies",7.1,2651,7.5
s6280,TV-14,4 Seasons,"Romantic TV Shows, TV Dramas",6.4,4701,6.4
s6281,TV-MA,91 min,"Dramas, Independent Movies, International Movies",4.7,23727,5.1
s6282,TV-Y7,1 Season,Kids' TV,6.5,26973,7
s6283,TV-MA,90 min,"Independent Movies, Thrillers",7.3,9369,7.3
s6284,PG,100 min,"Children & Family Movies, Dramas",6.7,7489,6.3
s6285,TV-G,25 min,Children & Family Movies,4.8,28970,4.7
s6286,TV-14,99 min,"Comedies, International Movies, Sports Movies",4.8,4057,4.8
s6287,R,120 min,"Dramas, International Movies, Romantic Movies",7.9,28105,7.9
s6288,TV-14,98 min,"Comedies, International Movies",7.9,13707,7.5
s6289,TV-PG,104 min,Documentaries,7.5,28468,7.6
s6290,TV-PG,149 min,"Dramas, International Movies, Romantic Movies",4.2,16681,4
s6291,TV-14,112 min,"Comedies, International Movies, Romantic Movies",6.4,2730,6.7
s6292,TV-Y7,1 Season,"Anime Series, Kids' TV",5.5,6841,5.4
s6293,TV-14,98 min,"Documentaries, International Movies, Sports Movies",4.5,26760,4.4
s6294,TV-14,120 min,"Dramas, Independent Movies, International Movies",4.9,19207,4.8
s6295,TV-PG,1 Season,"International TV Shows, TV Comedies",7.1,26103,7.2
s6296,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",0,0,0.4
s6297,TV-14,151 min,"Comedies, International Movies, Romantic Movies",4.6,19883,4.5
s6298,TV-Y,63 min,Children & Family Movies,7.8,13530,7.3
s6299,TV-14,148 min,"Dramas, International Movies, Thrillers",7.2,17631,7.6
s6300,TV-MA,114 min,"Horror Movies, International Movies, Thrillers",4.4,17977,4.9
s6301,TV-14,123 min,"Dramas, Independent Movies, International Movies",4,23301,4.4
s6302,TV-G,2 Seasons,"Kids' TV, TV Comedies",5.6,17341,5.7
s6303,TV-MA,87 min,Comedies,4.2,17371,4.7
s6304,PG-13,93 min,Comedies,7.2,13145,7.4
s6305,TV-G,3 Seasons,"British TV Shows, International TV Shows, Reality TV",6.5,23329,6.7
s6306,PG,88 min,"Children & Family Movies, Comedies",5.8,28091,5.5
s6307,R,126 min,Action & Adventure,5.9,4287,6.2
s6308,TV-MA,90 min,Documentaries,5.6,13512,5.1
s6309,PG,95 min,"Children & Family Movies, Comedies",5.5,29277,5.4
s6310,R,108 min,"Documentaries, Music & Musicals",6.7,25178,6.2
s6311,NR,65 min,Stand-Up Comedy,4.8,4972,5.1
s6312,R,110 min,"Dramas, Independent Movies, International Movies",7.8,8575,7.7
s6313,TV-PG,66 min,"Documentaries, Faith & Spirituality",5.8,2637,5.7
s6314,TV-MA,127 min,"Dramas, International Movies",7.4,10703,7.1
s6315,TV-14,131 min,"Dramas, International Movies, LGBTQ Movies",6.6,25097,6.4
s6316,TV-MA,88 min,"Comedies, Independent Movies, International Movies",6.2,28895,5.7
s6317,R,97 min,"Comedies, Dramas, Independent Movies",6.5,29728,6.6
s6318,TV-14,116 min,"Action & Adventure, Comedies, International Movies",7.9,6399,8.4
s6319,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Horror",6.8,2357,6.7
s6320,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.6,16250,7.3
s6321,TV-14,117 min,"Comedies, Dramas, International Movies",4.7,7722,4.9
s6322,TV-MA,79 min,Dramas,5.6,23849,6
s6323,R,144 min,"Action & Adventure, Dramas",7.9,12454,7.7
s6324,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",6.6,43,6.3
s6325,TV-PG,79 min,"Documentaries, International Movies",5.5,72,5.2
s6326,PG-13,135 min,"Action & Adventure, Sci-Fi & Fantasy",6.2,25060,6
s6327,TV-MA,88 min,Action & Adventure,4.3,28943,4.8
s6328,R,116 min,"Dramas, Independent Movies",7.1,21371,6.9
s6329,TV-MA,91 min,"Dramas, International Movies, Thrillers",4.9,28538,4.6
s6330,PG-13,83 min,Documentaries,6.7,13338,7
s6331,PG-13,90 min,Thrillers,5.3,29403,5.8
s6332,R,129 min,"Dramas, Independent Movies, Music & Musicals",4.6,22969,5.1
s6333,R,120 min,"Dramas, Sports Movies",4.3,26236,4.8
s6334,PG,91 min,Children & Family Movies,4,29113,4.3
s6335,TV-MA,85 min,"Comedies, Independent Movies, International Movies",7.3,15245,7.4
s6336,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",6.8,15659,7.1
s6337,R,88 min,"Action & Adventure, International Movies",4,9077,4.5
s6338,R,123 min,Dramas,5.9,3821,6
s6339,NC-17,180 min,"Dramas, Independent Movies, International Movies",6.4,7836,6.2
s6340,PG-13,98 min,"Comedies, Dramas, Independent Movies",5.2,25873,5.3
s6341,R,90 min,Comedies,7,27973,6.6
s6342,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",6.2,13797,6.7
s6343,R,90 min,"Independent Movies, Thrillers",6,3872,6.4
s6344,PG-13,94 min,"Action & Adventure, Comedies",7.4,16594,6.9
s6345,R,112 min,"Dramas, Independent Movies, Romantic Movies",4.8,10540,4.9
s6346,TV-MA,85 min,Documentaries,6.8,4253,7.2
s6347,TV-MA,97 min,Documentaries,4.1,11425,3.9
s6348,TV-G,1 Season,TV Shows,4.2,3343,3.8
s6349,TV-G,47 min,Children & Family Movies,7.2,20932,7.7
s6350,TV-MA,99 min,Documentaries,4.1,16987,4.4
s6351,TV-14,168 min,"Classic Movies, Dramas, International Movies",5.9,2951,5.8
s6352,TV-14,99 min,"Documentaries, International Movies, Sports Movies",6,23185,5.9
s6353,TV-14,106 min,Documentaries,6.9,14518,6.9
s6354,TV-14,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",6.4,25776,6.6
s6355,PG,99 min,"Children & Family Movies, Comedies",4.9,21345,4.8
s6356,TV-14,89 min,Documentaries,7.2,29482,7.7
s6357,TV-MA,88 min,"Comedies, International Movies",4.1,20097,3.6
s6358,TV-PG,1 Season,Reality TV,4.2,18824,4
s6359,R,111 min,"Action & Adventure, Classic Movies, Dramas",5.8,12013,5.8
s6360,TV-MA,79 min,"Action & Adventure, Dramas, International Movies",7.9,21330,7.8
s6361,TV-PG,1 Season,Reality TV,4.2,18915,4.3
s6362,TV-14,2 Seasons,"British TV Shows, TV Comedies",4.9,21422,4.9
s6363,TV-MA,86 min,"Documentaries, Sports Movies",7.5,26786,7.4
s6364,TV-14,74 min,"Documentaries, International Movies",7.8,29302,7.9
s6365,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",5.1,15340,5.5
s6366,TV-MA,84 min,"Dramas, Independent Movies, Thrillers",5.4,7004,5.8
s6367,PG,80 min,Children & Family Movies,6.3,9479,6.6
s6368,TV-MA,86 min,"Comedies, Romantic Movies",6.7,20602,7.1
s6369,TV-G,3 Seasons,"Docuseries, Science & Nature TV",5.9,22116,5.8
s6370,TV-MA,90 min,"Dramas, Romantic Movies, Sports Movies",7.6,11218,7.5
s6371,PG,102 min,"Children & Family Movies, Comedies",7,5363,7
s6372,TV-14,1 Season,"Crime TV Shows, Docuseries",5.3,2697,5.8
s6373,TV-MA,92 min,"Comedies, Independent Movies",8,12234,8.5
s6374,TV-PG,2 Seasons,Reality TV,6.5,12022,6.7
s6375,TV-MA,81 min,"Documentaries, International Movies, LGBTQ Movies",7.1,19949,7.6
s6376,TV-MA,116 min,"Dramas, Sports Movies",7.2,2736,6.7
s6377,R,110 min,"Independent Movies, Thrillers",6.7,15271,6.7
s6378,PG-13,95 min,Comedies,4.3,26220,4.5
s6379,TV-14,1 Season,"International TV Shows, Reality TV",6.1,7240,6.1
s6380,R,133 min,"Dramas, Thrillers",6.1,27827,5.6
s6381,TV-MA,120 min,"Action & Adventure, International Movies",5.1,28940,4.9
s6382,TV-14,1 Season,TV Comedies,5.5,1110,5.8
s6383,TV-PG,91 min,"Children & Family Movies, Comedies",5.9,2482,5.4
s6384,TV-PG,90 min,"Children & Family Movies, Comedies",6.3,19019,6.2
s6385,TV-PG,90 min,"Children & Family Movies, Comedies",7.1,5324,7.3
s6386,TV-PG,1 Season,"International TV Shows, TV Dramas",6.1,15936,6.6
s6387,TV-MA,103 min,"Action & Adventure, International Movies",5.4,14488,4.9
s6388,TV-G,73 min,"Documentaries, International Movies",7.7,25873,7.6
s6389,TV-MA,98 min,"Independent Movies, Thrillers",4.7,28224,4.5
s6390,TV-PG,1 Season,Kids' TV,4.4,4109,4
s6391,PG-13,119 min,"Dramas, Romantic Movies",7.6,13344,7.7
s6392,TV-MA,76 min,Documentaries,4.7,6321,5.1
s6393,TV-MA,148 min,"Dramas, Independent Movies, International Movies",6.4,13836,6.7
s6394,TV-MA,2 Seasons,"British TV Shows, TV Comedies",7.8,16001,7.5
s6395,TV-MA,94 min,"Action & Adventure, Independent Movies",5,11753,4.5
s6396,TV-14,108 min,"Classic Movies, Dramas, Romantic Movies",4.3,10257,3.8
s6397,R,114 min,"Dramas, Independent Movies, International Movies",8,24935,8.5
s6398,R,98 min,"Horror Movies, Thrillers",7,7321,7.5
s6399,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",6,1767,5.5
s6400,TV-14,151 min,"Dramas, International Movies, Sports Movies",5.8,24521,5.5
s6401,TV-MA,78 min,"Comedies, International Movies, Romantic Movies",6.2,25065,6
s6402,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",4,8128,4.2
s6403,TV-MA,125 min,"Comedies, Dramas, International Movies",4.1,1979,4.5
s6404,TV-14,126 min,"Dramas, International Movies",6.5,21609,6.9
s6405,TV-Y,1 Season,Kids' TV,7.1,27311,6.9
s6406,TV-Y,11 min,Children & Family Movies,5.5,14178,5.3
s6407,TV-Y,22 min,Children & Family Movies,7.3,9596,6.9
s6408,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",5.4,20211,5.6
s6409,TV-14,1 Season,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",7.7,14488,7.7
s6410,TV-MA,104 min,"Comedies, Dramas",4.8,19297,4.3
s6411,TV-G,104 min,"Children & Family Movies, Comedies, Dramas",5.9,6836,5.8
s6412,TV-MA,1 Season,Docuseries,5.2,8833,5.5
s6413,R,117 min,"Dramas, Independent Movies",5.2,7317,5.5
s6414,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.2,23162,7.5
s6415,PG-13,101 min,"Comedies, Romantic Movies",5.6,1004,5.6
s6416,R,99 min,"Cult Movies, Horror Movies",6.3,12153,6.4
s6417,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",4.5,10070,4.2
s6418,TV-14,103 min,Documentaries,5.9,19723,5.5
s6419,TV-PG,126 min,"Comedies, Dramas, International Movies",6.7,7892,7
s6420,TV-MA,92 min,"Dramas, International Movies",5.8,26198,5.6
s6421,TV-Y,1 Season,Kids' TV,5.7,17289,5.4
s6422,TV-14,131 min,"Dramas, International Movies",7.2,18484,7.2
s6423,R,119 min,"Dramas, LGBTQ Movies, Romantic Movies",4.1,15950,4.5
s6424,R,98 min,"Classic Movies, Cult Movies, Horror Movies",4.3,3989,4.1
s6425,PG-13,85 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",5.4,22246,5.6
s6426,R,84 min,Comedies,7.5,7290,7.1
s6427,TV-14,1 Season,"Anime Series, Crime TV Shows, TV Thrillers",6.9,25903,6.8
s6428,PG-13,145 min,Action & Adventure,5.2,2685,5.5
s6429,TV-MA,125 min,"Action & Adventure, Dramas, International Movies",4,13315,4.5
s6430,TV-MA,108 min,"Action & Adventure, Dramas, International Movies",5,14702,4.8
s6431,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.2,22812,7.3
s6432,NR,108 min,"Classic Movies, Dramas",4.3,22574,4.4
s6433,TV-14,74 min,Documentaries,4,4422,4.3
s6434,PG,82 min,"Children & Family Movies, Comedies",4.5,4173,4.2
s6435,TV-PG,75 min,"Documentaries, International Movies",8,19257,8.1
s6436,TV-MA,77 min,"Action & Adventure, International Movies, Thrillers",6,18328,5.9
s6437,TV-PG,156 min,"Documentaries, International Movies",5.9,21149,5.9
s6438,PG-13,116 min,Dramas,7,4178,6.9
s6439,TV-PG,126 min,"Dramas, Faith & Spirituality, International Movies",5.5,13542,5.1
s6440,TV-14,129 min,"Comedies, Dramas, International Movies",6.3,28666,6
s6441,TV-14,132 min,"Comedies, International Movies, Romantic Movies",5.2,4609,4.7
s6442,TV-14,118 min,"Comedies, Dramas, International Movies",5.9,13054,5.7
s6443,TV-G,87 min,"Documentaries, International Movies",7.4,18817,7.1
s6444,PG,95 min,Dramas,6.7,29373,6.4
s6445,TV-14,86 min,"Dramas, International Movies, Romantic Movies",6.4,1081,6.6
s6446,PG-13,106 min,Dramas,7.6,21583,8.1
s6447,PG,115 min,"Children & Family Movies, Comedies",6.9,12992,6.7
s6448,PG-13,106 min,"Action & Adventure, Comedies",4.7,14247,5.2
s6449,G,94 min,"Children & Family Movies, Classic Movies",6.1,28596,5.8
s6450,TV-PG,121 min,"Comedies, International Movies, Music & Musicals",5.6,17692,5.6
s6451,R,113 min,"Comedies, Cult Movies, Dramas",6.3,13637,6.5
s6452,TV-PG,2 Seasons,"Docuseries, Reality TV, Science & Nature TV",7.6,4223,8.1
s6453,TV-MA,129 min,"Action & Adventure, Dramas, International Movies",6.1,26196,5.9
s6454,TV-PG,99 min,"Documentaries, Music & Musicals",6.5,22500,6.1
s6455,TV-14,116 min,"Dramas, Independent Movies, International Movies",4.7,18327,4.2
s6456,TV-14,1 Season,"International TV Shows, Reality TV",4.2,27349,4.6
s6457,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies",4.8,28164,5.2
s6458,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV",7.4,15178,7.7
s6459,R,88 min,"Horror Movies, Thrillers",4.3,27559,4.4
s6460,TV-14,1 Season,"British TV Shows, TV Comedies",7.4,28085,7.5
s6461,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",7.6,5027,7.5
s6462,TV-Y7,63 min,Movies,6.3,26597,5.9
s6463,TV-Y7,62 min,Children & Family Movies,6.2,9176,5.9
